"ID","NAME","ADDRESS","PHONE","ZIPCODE","STATE","REVIEWCOUNT","RATING","AUTHOR","DATE","REVIEW","LABEL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Adele A.","2019-11-04","A new Vietnamese restaurant on the block and i love the food here! Everything tasted fresh, the price was reasonable and the service was quick and friendly.

We ordered their signature pho and a banh mi, both were delicious, full of flavors and filling. One thing to note about the pho is that they use very thick /wide rice noodles so it might surprise you if you are used to the thin type of noodles from other pho places. But all the flavors was there and the meat was fresh and didn't taste rubbery like some of the other pho places we have been to.

We also ordered two drinks, a Thai iced tea and a Matcha Thai iced tea. Both were refreshing and great! I especially liked the Matcha Thai Iced tea as I don't think you can get it at other places and it looked aesthetic too. 

The decoration was also nice, and they have a brighter front area and a more dim back area, perfect for groups of up to 4 per table. 

Another thing to note about ordering and payment: you can take the menu to your table but needs to order at the front counter, you'll also need to pay at the front counter after you finish. They also have a loyalty program currently where you get $10 off if you eat there 10 times and spend more than $10 each time which is awesome for a regular. I know I'll come back for more!","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Belle L.","2019-10-25","Zen Yai is a fairly new Vietnamese restaurant located in Williamsburg. There's another Vietnamese restaurant located about a block or two away that we tried a few days ago so we were excited to try Zen Yai. First of all, the entire restaurant is so Instagram friendly and very well decorated. When we entered we were the first one there since they just opened. 

We each got two Vietnamese Iced Coffees, spring rolls and 2 of their Signature Pho Bowls. The Vietnamese Coffee tasted a bit weird (it was almost as if they forgot to mix it with condensed milk?). The spring rolls were delicious and yummy and had it's traditional taste. The pho was also very well made. The only difference of this pho compared to the usual pho is the noodles. Their ""signature"" pho had very thick cuts of noodles which I wasn't a huge fan of because it was very hard to eat. I would prefer them to make it with the regular pho noodles. 

Overall, it was a great experience and I enjoyed the food and the staff. Everyone was very friendly and welcoming and attentive.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Morlene C.","2019-10-16","With its millennial-catered decor -- we're talking palm leaf wallpaper and a neon sign that reads ""Slurp Up Bklyn"" -- Zen Yai had me fooled for another pretty to look at, but hollow of flavor restaurant. Not the case here. They're just savvy with their business model AND their kitchen, and I am here for it. 

There's some seating in the front, followed by a long bar where they make both cocktails and espresso drinks, and a large back area, where the real party is at. There are long tables for large parties, booth seating for medium sized groups and lots of two tops, which is great because it would be a great 2nd date spot (dating people take note).

The summer rolls I started with were refreshing, light, and crisp (from the very fresh julienned cucumbers and carrots) and paired deliciously with the hoisin dipping sauce it came with. I was told the Southern Thai Fish Curry I ordered was the most popular dish, and I can see why. Two rolls of thin rice noodles are neatly placed on the bamboo plate it's served on, next to a metal pan filled with delicious coconut milk based curry and fish. I was instructed to ladle the curry onto the noodles and mix, which prevented the noodles from getting mushy and made for an interactive experience. I thoroughly enjoyed this dish.

They brought out a complimentary turmeric golden milk latte for me, which was lightly sweetened and wonderfully soothing. A very nice touch for this homey meal.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Doreen L.","2019-10-15","Zen Yai Noodle Bar is a brand new Viet-Thai restaurant in Williamsburg.
The menu is very extensive and so tasty! The service was excellent and the vibe was so relaxed and trendy. This was great space to have a drink, chill with friends or family and enjoy a large Viet or Thai meal. 

I was a big fan of their Pho in Sunnyside and super happy when the same owners opened this location in Brooklyn. 

K and I met my friend and her boyfriend there for dinner. 
Zen Yai Brooklyn had a special of 2 small dishes with rice for $18. 
So we ordered 4 small dishes of fried tilapia with Asian celery, kobocha pumpkin with shrimp, curry beef and chive flowers with crispy pork belly. 

The fried tilapia was good. The kabocha pumpkin was sweet and soft and tasted great with the springy shrimp. The curry beef was so flavorful and slightly sweet. 

My favorite dishes were the crispy pork belly with the garlicky chive flowers! The textures were on point and the chive flowers were so garlicky- it went well with the pork belly.

My other favorite dish was the southern thai fish curry! 
This was yellow curry with fish balls and served on top of rice noodles. The curry was so delicious spicy and flavorful! I could not get enough of this! The rice noodles were springy and perfectly cooked. They soaked up the curry flavor really well. 

The super lump crab meat fried rice was very good! I loved the chunks of crab. The rice was properly fried and had a good amount of egg in it.

Vegan summer roll- this was refreshing and tasty. I enjoyed the refreshing flavors. It was great palate cleanser. 

Kaffir lime Curry bowl- this is so flavorful and very unique. Minced pork with lime and kaffir. Such a unique blend of flavors. It was a little salty but very filling.

Zen Yai Signature Pho- Rare eye Round, beef shank, brisket, ox tail, beef ball with the special Thai noodles. I love love these noodles! They are like steamed rice rolls but in a noodle form. They soak up the broth and slowly unroll. They are spongy and springy. So good! The broth was a little diluted and need more beef flavor. 

The Super Pho- 5 types of meat with tendon and tripe. I love the tender chunks of beef tendon. The noodles were rice noodles that are typical of pho. The broth needed to be more concentrated. 

The ideal pho for me would be Zen Yai noodles with the beef tendon. 

Viet Che dessert- this was such a delightful dessert. Shredded cantaloupe, coconut milk and pandan tapioca. It was so refreshing and light! 

I would def return and order the crispy pork belly with the chive flowers and southern thai fish curry! I would definitely reorder the Viet Che dessert!","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Sandy D.","2019-10-06","This place is honestly really aesthetic, with the standout white and green decor outside and the neon lights interior inside. 
Don't sit by the booth seats close to the bathroom though, unless you don't mind! 

The menu was a mix of Viet and Thai dishes. I ordered the Khao Man Gai Bowl ($11) which was basically hainanese chicken with winter melon soup.
 
The dish came in a different presentation from previous photos, which was a pleasant surprise. Eating from a wood plate was cool! The soup was delightful with the right amount of flavor. The chicken had a weird aftertaste but it tasted fine after drowning it with the sauces provided. I especially enjoyed the chicken skin and the creamy rice.

The service was spectacular, the kind you would expect at fancy restaurants. I found it inconsistent that ordering was through printed papers but checkout was through iPad. 

Nonetheless, the place wasn't as bad as I expected! A fantastic addition to Williamsburg!","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","D R.","2019-10-13","I was so bummed about their location in Sunnyside... 
So of course, we had to come to their grand opening day in Brooklyn.
I had the Thai basil chicken bowl.. very authentic, good portion, delicious.. noodles were excellent, soft and tasty.. fries were very good also..","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Hannah L.","2019-10-13","Zen Yai's new location that opened in Williamsburg, Brooklyn is a must try.  The place is very hip, clean, and decorated like a modern escape into Southeastern Asia.  The food includes influences from Thailand with the curries, but also Vietnam with the various Pho bowls.  My boyfriend and I went on a double date with our other friends on a Saturday night, and it was pretty busy for them being open for less than a month.  We first started off with some cocktails which are Southeast Asian-inspired.  I got the spicy passion fruit margarita, and the level of sweetness can be adjusted to match cocktail lovers who don't want to consume too much sugar.  My friend got the spiked Vietnamese coffee cocktail which had a definite kick, and was very sweet since it was infused with condensed milk.  The presentation was delectable as it had three tiny espresso beans that decorated the shaken drink.  

I was very impressed that mostly being known for seafood and meat curries, as well as beef pho, that they had a vegan menu that accommodates all lovers of Southeastern Asian cuisine.  We tried the vegan summer roll that came with tofu, lettuce, beets, rice noodles, and fresh herbs.  It was accompanied with two sauces which I dipped my rolls in the hoisin peanut one.  I wish the rolls were cut into more even pieces so our group could have shared evenly, but also for presentation points, it would have been better.  

The rest of the food came pretty quickly, and all of it was amazing!  The flavors were so rich and the ingredients were high-quality.  My favorite had to be the jumbo lump crab fried rice.  The rice was so pillow-y and soft, matching the ample amounts of crab meat.  Every bite was more addicting, and I couldn't get enough of it.  The dish was perfectly seasoned, and literally, I'm drooling as I type since it had to be hands down my favorite dish.  The panang curry was a little salty for me, but I think if I ate it with rice, it would have been perfect, but since I ate so much of the fried rice, I wanted to chill on my carbohydrate consumption.  The yellow curry fish dish was also my next favorite!  It came with soft chunks of fish, as well as tasty fish balls that were fresh.  This dish came with noodles, and crunchy vegetable accompaniments that I forgot to add because I was so distracted by also the chive flowers with pork belly.  The pork belly had a perfect amount of fat and meat, and was SO freaking tasty.  The soybeans were salty and added a nice balance to the sweet chives.  The Zen Yai pho had to be my favorite with generous amounts of meat - the brisket being THE best part of it.  It came with more traditional rice crepe style, thick noodles which I appreciated since the noodles did not overcook while we were feasting on the other dishes.  The broth itself was clean, not heavily reliant on MSG, and if you're craving a HOT bowl of pho, on a rainy day, you HAVE to come here.  

I will definitely go back to try the banh mi's as well as get another bowl of the jumbo lump crab fried rice to share with friends.  The owner is passionate about her food, and maintains the authenticity of her food.  The ingredients are high-quality, and they do not skimp on portions here.  It's an easy 8-10 minute walk from the M train if you're coming from Manhattan so don't let the trek from the train deter you.  The service is great here, and they are very attentive to any questions you may have.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Angela L.","2019-09-29","One of my favorite restaurants from Sunnyside, so we trekked over for their soft opening in Brooklyn. 

The food is still fantastic with all the classic items from their Sunnyside menu like pho, pad thai, etc, with a few new items to the menu like khao man gai (the Thai version of Hainan chicken rice). We had the vegan summer rolls (we're meat eaters and we still found these delicious), crab fried rice, and the khao man gai. The crab fried rice is huge and full of fresh crab meat and the khao man gai was one of the best we've had in the city (comes with a soothing chicken soup on the side with winter melon in it). The portions are overall generous and the plating lovely. 

The interior was spacious with a variety of seating types (booths, bar, large community tables, etc) and stylishly/moodily decorated (I felt a bit like I did in Bangkok with the neon and florals). The staff was just as kind and welcoming as I remembered. 

I would eat lunch here almost everyday if I could. Hoping they reopen in Sunnyside soon!","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Moran D.","2019-10-13","Great service and wonderful ice tea!!
Lots of vegan options as well. Very recommended for nice affordable dinner.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Dave L.","2019-10-08","Glad we found this place, authentic flavors, calm vibe, the server was very friendly informative. Prices were very affordable, I'll definitely be back.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Cindy T.","2019-10-29","I've been here twice now since they've opened, and have had good experiences both times. If you get the pho that comes with everything, the noodles are actually more like rice rolls which is unique! The bahn mi fries were amazing- very crunchy, tempura like texture. I like the wide variety of options that they have, and appreciate that they have a vegan menu. I definitely recommend this spot and can't wait back.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Wei C.","2019-10-25","I love the pho and Pad Thai here! It tastes so delicious! The vibes in the store were nice and chill. Great place to have a nice meal and relax. I love their sunnyside location, sadly the store burned down. However, the new spot is great and it's bigger! Highly recommend","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","charlie q.","2019-10-30","Walked by this restaurant clearly designed for Instagram photos a couple of times before popping in on a chilly, rainy night. The place was fairly empty and we were seated all the way at the back, giving me a lovely view of the kitchen door. The waiter came and asked if we wanted water. Yes, we would. Ice or no ice, he asked. I don't remember which way I answered because I really didn't care and I just wanted water without having to specify exactly how they should serve it.

Anyway, my boyfriend and I both order pho and ask if we can have the chive flower and pork belly to start with. The waiter told us we couldn't just order the pork belly because that was on a menu where plates were 2 for $18. We would need to order a second plate because that's how their system worked. Not wanting a second dish, we asked why we couldn't order just the dish we wanted. He went to go check with someone and came back with the Kafkaesque reply that their system wouldn't allow it.

Well, then. A system (what I thought was a restaurant) that insists on trying to upsell you rather than allowing you to order what you would like is not the restaurant for me. What confirmed it was the pho that arrived lukewarm, nowhere near as hot as it should be when it's first served to you. 

Like a pretty Instagram picture, nice to look at it, but keep scrolling.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","David G.","2019-10-02","Seemed like a cute place. Not fairly crowded which was good for me but lots of space and nicely decorated interior with a neon light. I ordered some items but the employee was new-which was fine...we've all had our first days at work but I kind of felt like there was some frustration between the manager and employee and lots of tension during my interaction as there were apologies given for wrong actions. I didn't mind it honestly because we all learn but then that means that the manager is not doing an adequate job of training usually...so no need to get mad at your employee in front of me. My drink came out after my food. My pho looked decent - but the broth was not working for me. It was a very bland broth - even after I included the correct condiments to help flavor it up. The drink was pretty good and refreshing though, I'll definitely come back to try something else but this rating was more on my first experience at the restaurant with the awkward employee/manager dynamic.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Sherry W.","2019-10-07","Wednesday night is kind of full house. Better come earlier next time. Place is so cool and trendy. Plenty of variety to choose: from noodles to rice bowls. I cannot even finish my oxtail pho Bcz portion is super large. Price is reasonable for $12 in Williamsburg. Nonetheless beef broth is decent. New menu ""you pick 2"" is interesting . My friend got pumpkin shrimp and Penang beef. Everything is delicious and staff are friendly.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Eric A.","2019-10-24","A very welcome addition to the neighborhood! The food is amazing and the curries are served on wooden plates that you mix yourself. Very great presentation. On top of it all, the service is extraordinary.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Jerrica J.","2019-10-16","ZenYai you are so good! Welcome to the neighborhood. Definitely my go to spot when I'm craving noodles! They have a whole pineapple fried rice and delivery is so speedy. I am so happy with this Place","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Amy H.","2019-10-20","I order takeout from here almost three times a week! I really love their banh mi because there's a zesty cream sauce spread that they use. I also always order their hainan chicken since I know that they have a specific location in Essex market that I frequent. So happy this spot opened up since I love Thai/Vietnamese fusion. The hainanese chicken is very tender and moist, for me the best part is the sauce. It comes with three sauces and all are really flavorful. I use all three in the rice and the chicken broth rice becomes super aromatic when everything is combined.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Lisa H.","2019-11-05","was hopeful to try out this new spot since they had a vegan menu. Summer rolls were great, but the true reason I stepped in, the Bahn Mi was super disappointing. Bread was so so, but sandwich only had a paper thin sliver of cucumber, no carrots a tiny piece of cilantro (had to search for it) and one or two slices of jalapeños on the footlong. the veggie part wouldn't have been enough to for a quarter of that sandwich. But truely the worse was the raw and untreated tofu. soggy flavorless and not baked/fried or roasted at all. Never had a restaurant offer raw tofu like that. really not an enjoyable sandwich even after they where so nice to put carrots and cilantro on it.","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","David H.","2019-10-04","I think this place is overall a winner. It's one of a few restaurants that have recently opened in the neighborhood, serving real cooking at extremely reasonable prices (nothing on the menu tops $13!). I've been three times already, so I must like it, although the food has been somewhat variable. The fish curry with noodles was stand out. Just a delicious dish. The Hainanese chicken rice was very comforting but a bit bland in the right way.  The drunken noodles were disappointing. Although nicely charred, the noodles had absolutely zero chili heat and were sauced on the sweet side.  Needed more fish sauce. Definitely bland in the wrong way. Please fix it!

As noted by others , the waitering is notably off/awkward, but I find it charming. Nice small town contrast to the hyper efficient nyc restaurant scene","REAL"
"3nATnhLyWRvbUGRwK2zdXQ","Zen Yai Pho Noodle Bar","208 Grand St Brooklyn, NY 11211","","11211","NY","26","4.5","Jodie B.","9/22/2019","Best food in Williamsburg hands down!Affordable, quick, and tastefully traditional - very much like Thai street cuisine in Bangkok","FAKE"
